tweet_id,timestamp,source,expanded_urls,rating,dog_stage,favorite_count,retweet_count
673707060090052608,2015-12-07,twitter,rateDogs photo,10,pupper,1133,413
673708611235921920,2015-12-07,twitter,rateDogs photo,12,None,1110,307
673709992831262724,2015-12-07,twitter,rateDogs photo,12,None,876,288
673711475735838725,2015-12-07,twitter,rateDogs photo,10,None,1074,315
673715861853720576,2015-12-07,twitter,rateDogs photo,4,None,3675,2208
673887867907739649,2015-12-07,twitter,rateDogs photo,10,None,966,264
673906403526995968,2015-12-07,twitter,rateDogs photo,3,None,3304,1717
673919437611909120,2015-12-07,twitter,rateDogs photo,11,pupper,1207,385
673956914389192708,2015-12-07,twitter,rateDogs photo,10,pupper,2024,1022
674008982932058114,2015-12-07,twitter,rateDogs photo,10,None,1238,372
674014384960745472,2015-12-07,twitter,rateDogs photo,11,None,1625,688
674019345211760640,2015-12-08,twitter,rateDogs photo,10,None,1173,317
674024893172875264,2015-12-08,twitter,rateDogs photo,10,None,1859,1300
674036086168010753,2015-12-08,twitter,rateDogs photo,9,None,872,229
674038233588723717,2015-12-08,twitter,rateDogs photo,12,pupper,1138,433
674042553264685056,2015-12-08,twitter,rateDogs photo,12,None,745,135
674045139690631169,2015-12-08,twitter,rateDogs photo,3,pupper,1464,675
674051556661161984,2015-12-08,twitter,rateDogs photo,10,None,1502,508
674053186244734976,2015-12-08,twitter,rateDogs photo,10,None,3447,1379
674063288070742018,2015-12-08,twitter,rateDogs photo,5,None,6591,2360
674075285688614912,2015-12-08,twitter,rateDogs photo,11,None,1014,304
674082852460433408,2015-12-08,twitter,rateDogs photo,11,None,779,180
674255168825880576,2015-12-08,twitter,rateDogs photo,10,None,1519,594
674262580978937856,2015-12-08,twitter,rateDogs photo,9,pupper,1348,485
674265582246694913,2015-12-08,twitter,rateDogs photo,2,None,1700,893
674269164442398721,2015-12-08,twitter,rateDogs photo,8,None,927,240
674271431610523648,2015-12-08,twitter,rateDogs photo,10,None,1621,768
674291837063053312,2015-12-08,twitter,rateDogs photo,11,None,15317,6261
674307341513269249,2015-12-08,vine,rateDogs vine,12,None,11747,7353
674318007229923329,2015-12-08,twitter,rateDogs photo,8,pupper,1461,548
674372068062928900,2015-12-08,twitter,rateDogs photo,10,None,879,327
674394782723014656,2015-12-09,twitter,rateDogs photo,8,None,1554,608
674410619106390016,2015-12-09,twitter,rateDogs photo,10,None,1239,495
674416750885273600,2015-12-09,twitter,rateDogs photo,10,None,706,148
674422304705744896,2015-12-09,twitter,rateDogs photo,12,None,1482,563
674436901579923456,2015-12-09,twitter,rateDogs photo,9,None,1156,417
674447403907457024,2015-12-09,twitter,rateDogs photo,10,pupper,1100,378
674468880899788800,2015-12-09,twitter,rateDogs photo,13,None,6456,2186
674632714662858753,2015-12-09,twitter,rateDogs photo,5,None,1553,612
674638615994089473,2015-12-09,twitter,rateDogs photo,12,pupper,1743,615
674644256330530816,2015-12-09,twitter,rateDogs photo,11,None,1071,290
674646392044941312,2015-12-09,twitter,rateDogs photo,5,None,1490,533
674664755118911488,2015-12-09,twitter,rateDogs photo,10,pupper,955,270
674670581682434048,2015-12-09,twitter,rateDogs photo,9,None,1678,689
674690135443775488,2015-12-09,twitter,rateDogs photo,3,None,1188,496
674737130913071104,2015-12-09,twitter,rateDogs photo,10,pupper,669,97
674739953134403584,2015-12-09,twitter,rateDogs photo,11,None,1159,420
674743008475090944,2015-12-10,twitter,rateDogs photo,10,None,1455,585
674752233200820224,2015-12-10,twitter,rateDogs photo,12,None,1514,492
674764817387900928,2015-12-10,twitter,rateDogs photo,10,None,818,254
674767892831932416,2015-12-10,twitter,rateDogs photo,12,None,1904,851
674774481756377088,2015-12-10,twitter,rateDogs photo,11,pupper,1175,506
674781762103414784,2015-12-10,twitter,rateDogs photo,8,None,2093,1287
674788554665512960,2015-12-10,twitter,rateDogs photo,9,None,842,220
674790488185167872,2015-12-10,twitter,rateDogs photo,13,None,1145,270
674800520222154752,2015-12-10,twitter,rateDogs photo,11,None,3128,916
674805413498527744,2015-12-10,twitter,rateDogs video,10,None,896,376
675003128568291329,2015-12-10,twitter,rateDogs photo,12,None,1611,502
675006312288268288,2015-12-10,twitter,rateDogs photo,10,pupper,1016,241
675015141583413248,2015-12-10,twitter,rateDogs photo,10,None,2823,1276
675047298674663426,2015-12-10,twitter,rateDogs photo,11,None,1103,348
675109292475830276,2015-12-11,twitter,rateDogs photo,9,None,2904,1206
675111688094527488,2015-12-11,twitter,rateDogs photo,8,None,1004,269
675113801096802304,2015-12-11,twitter,rateDogs photo,10,pupper,2034,830
675135153782571009,2015-12-11,twitter,rateDogs photo,5,None,1350,526
675145476954566656,2015-12-11,twitter,rateDogs photo,9,None,2222,961
675146535592706048,2015-12-11,twitter,rateDogs photo,7,None,1246,332
675147105808306176,2015-12-11,twitter,rateDogs photo,10,None,983,255
675149409102012420,2015-12-11,twitter,rateDogs photo,12,None,3897,1792
675153376133427200,2015-12-11,twitter,rateDogs photo,1,None,6566,2778
675166823650848770,2015-12-11,twitter,rateDogs photo,10,None,3768,1728
675334060156301312,2015-12-11,twitter,rateDogs photo,12,pupper,2905,1373
675354435921575936,2015-12-11,twitter,rateDogs video,13,None,34172,18286
675362609739206656,2015-12-11,twitter,rateDogs photo,12,None,1095,243
675372240448454658,2015-12-11,twitter,rateDogs photo,13,None,1778,540
675432746517426176,2015-12-11,twitter,rateDogs photo,12,pupper,1587,603
675483430902214656,2015-12-12,twitter,rateDogs photo,5,None,1925,1035
675489971617296384,2015-12-12,twitter,rateDogs photo,10,None,1354,634
675497103322386432,2015-12-12,twitter,rateDogs photo,11,None,3282,1384
675501075957489664,2015-12-12,twitter,rateDogs photo,13,None,17896,6223
675517828909424640,2015-12-12,twitter,rateDogs photo,12,None,1369,489
675522403582218240,2015-12-12,twitter,rateDogs photo,10,None,1082,304
675531475945709568,2015-12-12,twitter,rateDogs photo,10,None,1233,413
675534494439489536,2015-12-12,twitter,rateDogs photo,11,None,1897,447
675706639471788032,2015-12-12,twitter,rateDogs photo,10,None,669,103
675710890956750848,2015-12-12,twitter,rateDogs photo,12,None,1981,887
675740360753160193,2015-12-12,twitter,rateDogs video,12,pupper,1215,371
675781562965868544,2015-12-12,twitter,rateDogs photo,11,None,1687,507
675798442703122432,2015-12-12,twitter,rateDogs photo,10,None,10724,3622
675820929667219457,2015-12-12,twitter,rateDogs photo,11,pupper,1095,244
675822767435051008,2015-12-12,twitter,rateDogs photo,10,None,1595,568
675845657354215424,2015-12-13,twitter,rateDogs photo,10,pupper,2390,955
675853064436391936,2015-12-13,twitter,rateDogs photo,11,pupper,2814,1391
675878199931371520,2015-12-13,twitter,rateDogs photo,11,None,4382,1500
675888385639251968,2015-12-13,twitter,rateDogs photo,10,None,2495,1029
675891555769696257,2015-12-13,twitter,rateDogs photo,6,None,2233,935
675898130735476737,2015-12-13,twitter,rateDogs photo,10,pupper,1715,614
676089483918516224,2015-12-13,twitter,rateDogs photo,9,None,1376,458
676098748976615425,2015-12-13,twitter,rateDogs photo,3,None,3161,1545
676101918813499392,2015-12-13,twitter,rateDogs photo,11,None,2937,1238
676121918416756736,2015-12-13,vine,rateDogs vine,8,None,2244,1249
676146341966438401,2015-12-13,twitter,rateDogs photo,10,None,2004,714
676191832485810177,2015-12-14,twitter,rateDogs photo,10,None,2385,1099
676215927814406144,2015-12-14,twitter,rateDogs photo,9,None,1822,630
676219687039057920,2015-12-14,twitter,rateDogs photo,10,None,78549,33345
676237365392908289,2015-12-14,twitter,rateDogs photo,8,None,1280,315
676263575653122048,2015-12-14,twitter,rateDogs photo,10,pupper,2175,586
676430933382295552,2015-12-14,twitter,rateDogs photo,10,None,1465,371
676440007570247681,2015-12-14,twitter,rateDogs photo,11,pupper,1804,718
676470639084101634,2015-12-14,twitter,rateDogs photo,11,pupper,12191,5017
676496375194980353,2015-12-14,twitter,rateDogs photo,9,None,1588,572
676533798876651520,2015-12-14,twitter,rateDogs photo,12,None,1974,598
676575501977128964,2015-12-15,twitter,rateDogs photo,8,pupper,2711,1207
676582956622721024,2015-12-15,twitter,rateDogs photo,8,None,1262,304
676588346097852417,2015-12-15,twitter,rateDogs photo,5,None,2448,861
676593408224403456,2015-12-15,vine,rateDogs vine,11,pupper,4813,2317
676603393314578432,2015-12-15,twitter,rateDogs photo,9,pupper,1230,420
676606785097199616,2015-12-15,twitter,rateDogs photo,12,None,1972,472
676613908052996102,2015-12-15,twitter,rateDogs photo,12,None,1141,208
676617503762681856,2015-12-15,twitter,rateDogs photo,13,pupper,3043,1055
676776431406465024,2015-12-15,twitter,rateDogs video,10,None,5238,2164
676811746707918848,2015-12-15,twitter,rateDogs photo,9,None,1488,456
676819651066732545,2015-12-15,twitter,rateDogs photo,12,pupper,1887,712
676821958043033607,2015-12-15,twitter,rateDogs photo,11,None,24256,16815
676864501615042560,2015-12-15,twitter,rateDogs photo,10,None,2211,769
676897532954456065,2015-12-15,twitter,rateDogs photo,5,None,2364,783
676916996760600576,2015-12-16,vine,rateDogs vine,10,pupper,3117,1931
676936541936185344,2015-12-16,twitter,rateDogs photo,8,pupper,13363,5291
676942428000112642,2015-12-16,twitter,rateDogs photo,9,None,2183,819
676946864479084545,2015-12-16,twitter,rateDogs photo,12,None,1785,408
676948236477857792,2015-12-16,twitter,rateDogs photo,6,None,2286,942
676949632774234114,2015-12-16,twitter,rateDogs photo,8,None,1366,425
676957860086095872,2015-12-16,twitter,rateDogs video,10,None,2315,869
676975532580409345,2015-12-16,twitter,rateDogs photo,11,None,2920,1151
677187300187611136,2015-12-16,twitter,rateDogs photo,9,None,2877,990
677228873407442944,2015-12-16,twitter,rateDogs photo,11,None,3727,1760
677269281705472000,2015-12-16,twitter,rateDogs photo,10,pupper,2091,758
677301033169788928,2015-12-17,twitter,rateDogs photo,5,None,1313,444
677314812125323265,2015-12-17,twitter,rateDogs photo,10,None,1733,581
677328882937298944,2015-12-17,twitter,rateDogs photo,10,None,3823,1615
677331501395156992,2015-12-17,twitter,rateDogs photo,9,None,1147,256
677334615166730240,2015-12-17,twitter,rateDogs photo,9,None,1425,318
677335745548390400,2015-12-17,vine,rateDogs vine,12,None,3215,1936
677530072887205888,2015-12-17,twitter,rateDogs photo,9,None,1122,242
677547928504967168,2015-12-17,twitter,rateDogs photo,12,None,7295,3914
677557565589463040,2015-12-17,twitter,rateDogs photo,10,pupper,2567,1255
677565715327688705,2015-12-17,twitter,rateDogs photo,6,None,1360,489
677573743309385728,2015-12-17,twitter,rateDogs photo,10,None,2251,785
677644091929329666,2015-12-18,twitter,rateDogs video,11,None,1974,859
677662372920729601,2015-12-18,twitter,rateDogs photo,12,None,2054,1055
677673981332312066,2015-12-18,twitter,rateDogs photo,9,None,3524,1615
677687604918272002,2015-12-18,twitter,rateDogs photo,11,None,2611,909
677698403548192770,2015-12-18,twitter,rateDogs photo,9,None,1288,343
677700003327029250,2015-12-18,twitter,rateDogs photo,10,None,3570,1556
677716515794329600,2015-12-18,twitter,rateDogs photo,12,None,3210,1050
677895101218201600,2015-12-18,twitter,rateDogs photo,9,None,5099,2284
677918531514703872,2015-12-18,twitter,rateDogs photo,10,None,1421,439
677961670166224897,2015-12-18,vine,rateDogs vine,11,None,3605,1815
678021115718029313,2015-12-19,twitter,rateDogs photo,12,None,14526,6887
678255464182861824,2015-12-19,twitter,rateDogs photo,9,None,1672,401
678278586130948096,2015-12-19,twitter,rateDogs photo,10,pupper,12119,6575
678334497360859136,2015-12-19,twitter,rateDogs photo,10,None,1372,288
678341075375947776,2015-12-19,twitter,rateDogs photo,12,pupper,1824,584
678380236862578688,2015-12-20,twitter,rateDogs photo,10,None,2569,977
678389028614488064,2015-12-20,twitter,rateDogs photo,11,pupper,1973,454
678396796259975168,2015-12-20,twitter,rateDogs photo,12,None,1679,455
678399652199309312,2015-12-20,twitter,rateDogs video,12,None,61279,29922
678410210315247616,2015-12-20,twitter,rateDogs photo,10,None,4479,1975
678424312106393600,2015-12-20,twitter,rateDogs photo,2,None,5733,2760
678446151570427904,2015-12-20,twitter,rateDogs photo,10,None,4225,1707
678643457146150913,2015-12-20,twitter,rateDogs photo,10,None,2167,464
678675843183484930,2015-12-20,twitter,rateDogs photo,2,None,3033,1609
678708137298427904,2015-12-20,vine,rateDogs vine,10,pupper,5873,2639
678740035362037760,2015-12-21,twitter,rateDogs photo,6,None,3968,1848
678755239630127104,2015-12-21,twitter,rateDogs photo,10,None,7552,3594
678764513869611008,2015-12-21,twitter,rateDogs photo,10,None,1732,519
678767140346941444,2015-12-21,twitter,rateDogs photo,8,None,3736,1483
678774928607469569,2015-12-21,twitter,rateDogs photo,11,None,2949,1000
678798276842360832,2015-12-21,twitter,rateDogs photo,7,None,3693,1291
678800283649069056,2015-12-21,twitter,rateDogs photo,12,pupper,2724,979
678969228704284672,2015-12-21,twitter,rateDogs photo,11,None,1737,499
678991772295516161,2015-12-21,twitter,rateDogs photo,12,None,2458,1277
679001094530465792,2015-12-21,vine,rateDogs vine,11,None,2989,1336
679047485189439488,2015-12-21,twitter,rateDogs photo,9,None,2388,739
679062614270468097,2015-12-21,twitter,rateDogs photo,11,None,18091,8924
679111216690831360,2015-12-22,twitter,rateDogs video,12,None,6313,2776
679132435750195208,2015-12-22,twitter,rateDogs photo,10,None,3138,1255
679148763231985668,2015-12-22,twitter,rateDogs photo,8,None,2941,1115
679158373988876288,2015-12-22,twitter,rateDogs photo,11,None,22791,8811
679405845277462528,2015-12-22,vine,rateDogs vine,10,pupper,2522,1308
679462823135686656,2015-12-23,twitter,rateDogs photo,11,None,33668,20463
679475951516934144,2015-12-23,twitter,rateDogs photo,9,None,2224,689
679503373272485890,2015-12-23,twitter,rateDogs photo,8,pupper,3352,1608
679511351870550016,2015-12-23,twitter,rateDogs photo,7,None,3581,1392
679527802031484928,2015-12-23,twitter,rateDogs photo,11,pupper,2809,791
679530280114372609,2015-12-23,twitter,rateDogs photo,7,None,5044,2248
679722016581222400,2015-12-23,twitter,rateDogs photo,8,None,1753,510
679729593985699840,2015-12-23,twitter,rateDogs photo,8,None,2293,895
679736210798047232,2015-12-23,twitter,rateDogs photo,9,None,2220,866
679777920601223168,2015-12-23,twitter,rateDogs photo,10,pupper,3277,1215
679828447187857408,2015-12-24,twitter,rateDogs photo,13,pupper,38451,15251
679844490799091713,2015-12-24,twitter,rateDogs photo,10,None,2518,838
679854723806179328,2015-12-24,twitter,rateDogs photo,7,None,3040,1347
679862121895714818,2015-12-24,twitter,rateDogs photo,11,None,2615,676
679872969355714560,2015-12-24,vine,rateDogs vine,10,None,2305,718
679877062409191424,2015-12-24,twitter,rateDogs photo,5,None,2085,698
680055455951884288,2015-12-24,twitter,rateDogs photo,10,None,17709,7750
680070545539371008,2015-12-24,twitter,rateDogs photo,9,None,2721,953
680085611152338944,2015-12-24,twitter,rateDogs photo,12,None,13567,9681
680100725817409536,2015-12-24,twitter,rateDogs photo,11,pupper,3795,1485
680115823365742593,2015-12-24,twitter,rateDogs photo,9,None,2880,989
680130881361686529,2015-12-24,twitter,rateDogs photo,10,None,2431,1033
680145970311643136,2015-12-24,twitter,rateDogs photo,10,pupper,3836,1891
680161097740095489,2015-12-24,twitter,rateDogs photo,12,None,2461,795
680176173301628928,2015-12-25,twitter,rateDogs photo,10,pupper,4144,1698
680191257256136705,2015-12-25,twitter,rateDogs photo,11,pupper,2276,551
680206703334408192,2015-12-25,twitter,rateDogs photo,12,None,3006,1277
680221482581123072,2015-12-25,twitter,rateDogs photo,10,None,1544,315
680440374763077632,2015-12-25,twitter,rateDogs video,11,None,1541,549
680473011644985345,2015-12-25,twitter,rateDogs photo,10,pupper,2699,809
680494726643068929,2015-12-25,twitter,rateDogs photo,11,pupper,1817,524
680497766108381184,2015-12-25,twitter,rateDogs photo,12,None,4499,2077
680583894916304897,2015-12-26,twitter,rateDogs photo,8,pupper,3832,1457
680609293079592961,2015-12-26,twitter,rateDogs photo,9,None,2797,776
680798457301471234,2015-12-26,twitter,rateDogs photo,6,None,3034,1130
680801747103793152,2015-12-26,twitter,rateDogs photo,10,None,2512,897
680805554198020098,2015-12-26,vine,rateDogs vine,9,None,2303,722
680836378243002368,2015-12-26,twitter,rateDogs photo,12,pupper,3664,1446
680889648562991104,2015-12-26,twitter,rateDogs photo,9,None,1873,398
680913438424612864,2015-12-27,twitter,rateDogs photo,11,None,2540,673
680934982542561280,2015-12-27,twitter,rateDogs photo,10,None,2202,480
680940246314430465,2015-12-27,twitter,rateDogs photo,4,None,3432,1149
680959110691590145,2015-12-27,twitter,rateDogs photo,9,None,4829,2158
680970795137544192,2015-12-27,twitter,rateDogs photo,9,None,2581,721
681193455364796417,2015-12-27,twitter,rateDogs photo,11,None,3942,1620
681231109724700672,2015-12-27,twitter,rateDogs photo,11,pupper,2541,525
681242418453299201,2015-12-27,twitter,rateDogs photo,10,None,1590,589
681261549936340994,2015-12-27,twitter,rateDogs photo,9,None,1544,297
681281657291280384,2015-12-28,twitter,rateDogs photo,11,None,3418,1198
681297372102656000,2015-12-28,twitter,rateDogs photo,12,None,3388,1043
681302363064414209,2015-12-28,twitter,rateDogs photo,3,None,4201,1995
681320187870711809,2015-12-28,twitter,rateDogs photo,11,None,2827,822
681339448655802368,2015-12-28,twitter,rateDogs photo,9,None,9869,4416
681523177663676416,2015-12-28,twitter,rateDogs photo,12,None,15226,6340
681579835668455424,2015-12-28,twitter,rateDogs photo,8,None,3769,1426
681610798867845120,2015-12-28,twitter,rateDogs photo,12,None,2029,516
681654059175129088,2015-12-29,twitter,rateDogs photo,12,pupper,2805,1008
681679526984871937,2015-12-29,twitter,rateDogs photo,7,pupper,1871,485
681694085539872773,2015-12-29,twitter,rateDogs photo,11,pupper,13577,4410
681891461017812993,2015-12-29,twitter,rateDogs photo,10,pupper,2624,896
681981167097122816,2015-12-29,twitter,rateDogs photo,12,None,2950,1123
682003177596559360,2015-12-30,twitter,rateDogs photo,5,None,3351,1662
682032003584274432,2015-12-30,twitter,rateDogs photo,11,None,6991,2195
682047327939461121,2015-12-30,twitter,rateDogs photo,10,None,3415,1048
682059653698686977,2015-12-30,twitter,rateDogs photo,11,None,5276,1846
682088079302213632,2015-12-30,vine,rateDogs vine,12,None,19491,10807
682242692827447297,2015-12-30,twitter,rateDogs photo,11,None,3452,1289
682259524040966145,2015-12-30,twitter,rateDogs photo,9,None,4435,1326
682303737705140231,2015-12-30,twitter,rateDogs photo,9,None,3272,1083
682389078323662849,2015-12-31,twitter,rateDogs photo,9,None,1777,506
682393905736888321,2015-12-31,twitter,rateDogs photo,11,None,2377,743
682406705142087680,2015-12-31,twitter,rateDogs photo,7,pupper,8057,1920
682429480204398592,2015-12-31,twitter,rateDogs photo,8,None,3644,1263
682638830361513985,2015-12-31,twitter,rateDogs photo,12,None,2188,652
682662431982772225,2015-12-31,twitter,rateDogs photo,11,None,3243,1172
682697186228989953,2015-12-31,twitter,rateDogs photo,12,None,1398,391
682750546109968385,2016-01-01,twitter,rateDogs photo,9,None,1618,477
682788441537560576,2016-01-01,twitter,rateDogs photo,12,pupper,2627,1216
682962037429899265,2016-01-01,twitter,rateDogs photo,10,None,39363,18224
683030066213818368,2016-01-01,twitter,rateDogs photo,10,None,2295,798
683078886620553216,2016-01-02,twitter,rateDogs photo,9,pupper,2111,611
683098815881154561,2016-01-02,twitter,rateDogs photo,12,None,2306,715
683111407806746624,2016-01-02,twitter,rateDogs photo,10,pupper,3614,989
683142553609318400,2016-01-02,twitter,rateDogs photo,9,pupper,3060,1135
683357973142474752,2016-01-02,twitter,rateDogs photo,10,None,3128,1022
683391852557561860,2016-01-02,twitter,rateDogs photo,11,None,8104,2598
683449695444799489,2016-01-03,twitter,rateDogs photo,10,None,4132,1748
683462770029932544,2016-01-03,twitter,rateDogs photo,8,pupper,2590,725
683481228088049664,2016-01-03,twitter,rateDogs photo,11,pupper,2799,1079
683498322573824003,2016-01-03,twitter,rateDogs photo,11,None,3364,1040
683515932363329536,2016-01-03,vine,rateDogs vine,11,None,7829,3165
683742671509258241,2016-01-03,twitter,rateDogs photo,11,None,6920,3626
683773439333797890,2016-01-03,twitter,rateDogs photo,9,None,3553,1476
683828599284170753,2016-01-04,twitter,rateDogs photo,12,pupper,2976,1147
683834909291606017,2016-01-04,twitter,rateDogs video,9,pupper,2788,1204
683849932751646720,2016-01-04,twitter,rateDogs photo,5,None,2792,1067
683852578183077888,2016-01-04,twitter,rateDogs photo,10,None,2048,380
683857920510050305,2016-01-04,twitter,rateDogs photo,10,pupper,4047,1210
684097758874210310,2016-01-04,twitter,rateDogs photo,10,None,4370,1568
684122891630342144,2016-01-04,twitter,rateDogs photo,11,None,2120,516
684147889187209216,2016-01-04,vine,rateDogs vine,12,pupper,3164,1628
684177701129875456,2016-01-05,twitter,rateDogs photo,10,None,2150,730
684188786104872960,2016-01-05,twitter,rateDogs photo,10,None,3699,1275
684195085588783105,2016-01-05,twitter,rateDogs photo,9,None,2041,566
684200372118904832,2016-01-05,twitter,rateDogs photo,6,pupper,2308,1122
684222868335505415,2016-01-05,twitter,rateDogs photo,11,pupper,4092,1508
684241637099323392,2016-01-05,twitter,rateDogs photo,12,None,8679,3592
684460069371654144,2016-01-05,twitter,rateDogs photo,10,None,2100,605
684481074559381504,2016-01-05,twitter,rateDogs photo,10,None,4117,1270
684567543613382656,2016-01-06,twitter,rateDogs photo,4,None,3199,1345
684588130326986752,2016-01-06,vine,rateDogs vine,12,pupper,4380,1531
684594889858887680,2016-01-06,twitter,rateDogs photo,10,None,9516,3848
684800227459624960,2016-01-06,twitter,rateDogs photo,11,None,2882,1080
684830982659280897,2016-01-06,vine,rateDogs vine,13,pupper,37353,23514
684880619965411328,2016-01-06,twitter,rateDogs photo,5,pupper,2237,896
684902183876321280,2016-01-07,twitter,rateDogs photo,11,None,1998,577
684914660081053696,2016-01-07,twitter,rateDogs photo,12,None,3723,1591
684926975086034944,2016-01-07,twitter,rateDogs photo,11,None,3730,512
684940049151070208,2016-01-07,twitter,rateDogs photo,12,None,3425,1139
684959798585110529,2016-01-07,twitter,rateDogs photo,5,None,7255,3421
685169283572338688,2016-01-07,twitter,rateDogs photo,11,pupper,4362,1549
685198997565345792,2016-01-07,twitter,rateDogs photo,11,None,2482,730
685268753634967552,2016-01-08,twitter,rateDogs photo,10,pupper,3307,1317
685307451701334016,2016-01-08,twitter,rateDogs photo,11,floofer,2198,478
685315239903100929,2016-01-08,twitter,rateDogs photo,11,None,3559,1173
685321586178670592,2016-01-08,twitter,rateDogs photo,10,None,2817,703
685325112850124800,2016-01-08,twitter,rateDogs photo,10,None,10093,4357
685532292383666176,2016-01-08,twitter,rateDogs photo,9,None,3242,1249
685547936038666240,2016-01-08,twitter,rateDogs photo,14,pupper,35065,17073
685641971164143616,2016-01-09,twitter,rateDogs photo,7,pupper,3122,843
685663452032069632,2016-01-09,twitter,rateDogs video,12,None,3461,1594
685667379192414208,2016-01-09,twitter,rateDogs photo,9,pupper,2492,627
685906723014619143,2016-01-09,twitter,rateDogs photo,9,None,8002,3159
685943807276412928,2016-01-09,twitter,rateDogs video,8,pupper,1739,664
685973236358713344,2016-01-09,twitter,rateDogs photo,11,None,2246,581
686003207160610816,2016-01-10,twitter,rateDogs photo,3,None,1933,693
686007916130873345,2016-01-10,twitter,rateDogs photo,11,pupper,2630,454
686034024800862208,2016-01-10,twitter,rateDogs photo,12,None,3318,1273
686050296934563840,2016-01-10,twitter,rateDogs photo,11,None,2345,802
686286779679375361,2016-01-10,vine,rateDogs vine,12,None,4259,1811
686358356425093120,2016-01-11,twitter,rateDogs photo,10,None,2338,744
686377065986265092,2016-01-11,twitter,rateDogs photo,10,pupper,2359,610
686386521809772549,2016-01-11,twitter,rateDogs photo,11,None,3464,960
686394059078897668,2016-01-11,vine,rateDogs vine,12,None,1865,743
686606069955735556,2016-01-11,twitter,rateDogs photo,10,None,2006,586
686618349602762752,2016-01-11,twitter,rateDogs photo,11,pupper,3911,1479
686683045143953408,2016-01-11,twitter,rateDogs photo,11,pupper,2987,875
686730991906516992,2016-01-12,twitter,rateDogs photo,12,None,4417,1305
686749460672679938,2016-01-12,twitter,rateDogs photo,8,None,3686,1591
686760001961103360,2016-01-12,vine,rateDogs vine,12,pupper,3746,1498
686947101016735744,2016-01-12,twitter,rateDogs photo,11,None,9149,3454
687096057537363968,2016-01-13,twitter,rateDogs photo,11,pupper,2391,659
687102708889812993,2016-01-13,twitter,rateDogs photo,5,None,2490,1077
687109925361856513,2016-01-13,twitter,rateDogs photo,11,None,6179,2686
687124485711986689,2016-01-13,twitter,rateDogs photo,11,None,2306,553
687127927494963200,2016-01-13,twitter,rateDogs photo,9,None,5813,2488
687312378585812992,2016-01-13,twitter,rateDogs photo,7,pupper,4633,2071
687317306314240000,2016-01-13,twitter,rateDogs photo,11,None,21411,9963
687399393394311168,2016-01-13,vine,rateDogs vine,10,None,2023,682
687460506001633280,2016-01-14,twitter,rateDogs photo,10,None,2173,589
687476254459715584,2016-01-14,twitter,rateDogs photo,11,pupper,2098,584
687480748861947905,2016-01-14,twitter,rateDogs photo,12,None,1701,269
687494652870668288,2016-01-14,twitter,rateDogs photo,7,None,2040,626
687664829264453632,2016-01-14,twitter,rateDogs photo,11,None,2065,557
687704180304273409,2016-01-14,twitter,rateDogs photo,9,pupper,2597,916
687732144991551489,2016-01-14,vine,rateDogs vine,11,None,1878,714
687807801670897665,2016-01-15,twitter,rateDogs photo,11,None,2543,761
687818504314159109,2016-01-15,twitter,rateDogs photo,12,pupper,2663,1029
687826841265172480,2016-01-15,twitter,rateDogs photo,12,None,2911,1236
687841446767013888,2016-01-15,vine,rateDogs vine,13,None,5819,2756
688064179421470721,2016-01-15,twitter,rateDogs photo,11,None,1830,390
688116655151435777,2016-01-15,twitter,rateDogs photo,10,None,3000,853
688179443353796608,2016-01-16,twitter,rateDogs photo,10,pupper,2252,639
688211956440801280,2016-01-16,twitter,rateDogs video,13,None,2366,912
688385280030670848,2016-01-16,twitter,rateDogs photo,12,None,9896,4839
688519176466644993,2016-01-17,twitter,rateDogs photo,12,pupper,2459,792
688547210804498433,2016-01-17,twitter,rateDogs photo,9,None,2781,764
688789766343622656,2016-01-17,twitter,rateDogs photo,8,None,2356,725
688804835492233216,2016-01-17,twitter,rateDogs photo,12,None,1022,213
688828561667567616,2016-01-17,twitter,rateDogs photo,9,None,1467,402
688894073864884227,2016-01-18,twitter,rateDogs photo,7,pupper,2372,756
688898160958271489,2016-01-18,twitter,rateDogs photo,10,None,2242,854
688908934925697024,2016-01-18,twitter,rateDogs photo,8,None,2255,842
688916208532455424,2016-01-18,twitter,rateDogs photo,11,pupper,2911,947
689143371370250240,2016-01-18,twitter,rateDogs photo,10,pupper,2156,560
689154315265683456,2016-01-18,twitter,rateDogs photo,9,None,3260,1091
689255633275777024,2016-01-19,vine,rateDogs vine,10,None,2727,1171
689275259254616065,2016-01-19,twitter,rateDogs photo,10,None,1232,268
689280876073582592,2016-01-19,twitter,rateDogs photo,10,None,2129,781
689283819090870273,2016-01-19,twitter,rateDogs photo,9,None,3498,1202
689289219123089408,2016-01-19,twitter,rateDogs video,13,None,2395,1010
689517482558820352,2016-01-19,twitter,rateDogs photo,12,None,3613,1559
689557536375177216,2016-01-19,twitter,rateDogs photo,12,None,2188,503
689599056876867584,2016-01-20,twitter,rateDogs photo,11,None,12386,6006
689623661272240129,2016-01-20,twitter,rateDogs photo,10,pupper,2383,705
689659372465688576,2016-01-20,twitter,rateDogs photo,8,None,11050,4237
689661964914655233,2016-01-20,twitter,rateDogs photo,12,None,3405,1008
689835978131935233,2016-01-20,twitter,rateDogs photo,11,None,2303,818
689877686181715968,2016-01-20,twitter,rateDogs photo,9,None,3211,1289
